City,State,Population Growth Rate,Number of Burgalaries reported,Property Crime Rate,Housing Construction,Mass Markets2,Diverse Workers2,Well-heeled Affluents2
Hampton,Illinois,-0.0002,0,0,0,-0.0003,0.000002,0
Hampton Falls,New Hampshire,0,0,0,0,0,0,0
Hamtramck,Michigan,-0.0001,0,0,-0.0001,0,0.000066,0.000124
Hanahan,South Carolina,0.0001,0,0,0,0.0001,0.000022,0.000021
Hanceville,Alabama,-0.0001,0,0,0,0,0.000029,0.000037
Hancock,Maryland,0,0,0,0.0001,0.0001,0.000006,0.000009
Hancock,New Hampshire,0,0,0,0.0001,0.0001,0,0.000001
Hancock,Michigan,0,0,0,-0.0001,-0.0001,0.000008,0.000021
Hanford,California,0,0,0,0,0.0002,0.000068,0.00005
Hanna,Wyoming,0.0001,0,0,0,0.0001,0,0
Hannibal,Missouri,0,0,0,0,0.0001,0.000019,0.000039
Hanover,Pennsylvania,0,0,0,0,0.0002,0.000061,0.000079
Hanover,New Hampshire,0,0,0,0.0001,0.0002,0,0
Hanover,Massachusetts,0,0,0,0,0.0001,0,0
Hanover Park,Illinois,0,0,0,0,0.0001,0.000066,0.000001
Hanson,Massachusetts,0,0,0,0,0.0001,0.000003,0
Harbor Beach,Michigan,-0.0001,0,0,0,0,0.000008,0.000012
Harbor Springs,Michigan,0,0,0,0.0001,0.0001,0.00002,0.000008
Hardeeville,South Carolina,0.0002,0,0,-0.0001,0.0002,0.000018,0.000042
Hardin,Missouri,-0.0002,0,0,-0.0001,-0.0003,0.000001,0
Hardinsburg,Kentucky,-0.0001,0,0,-0.0001,-0.0001,0.000005,0.000008
Hardwick,Vermont,0.0001,0,0,0,0.0001,0.000009,0.000002
Hardy,Arkansas,0.0002,0,0,0.0001,0.0003,0.000004,0.000011
Harker Heights,Texas,0.0001,0,0,0.0001,0.0003,0.000022,0.000021
Harlan,Kentucky,0,0,0,0.0001,0.0001,0.000006,0.000031
Harleyville,South Carolina,0.0002,0,0,0,0.0002,0.000003,0.000011
Harlingen,Texas,0,0,0,0,0.0005,0.00012,0.000335
Harper Woods,Michigan,0,0,0,0.0001,0.0002,0.000039,0.000037
Harrah,Oklahoma,0,0,0,0.0001,0.0002,0.000046,0.000004
Harriman,Tennessee,0,0,0,0,0.0001,0.000026,0.000024
Harrington,Delaware,0.0001,0,0,0.0001,0.0003,0.000024,0.000015
Harrington Park,New Jersey,0,0,0,-0.0001,-0.0001,0,0
Harrisburg,Pennsylvania,0,0,0,0,0.0008,0.000313,0.000107
Harrisburg,Illinois,0,0,0,0.0001,0.0001,0.000017,0.000049
Harrisburg,Arkansas,-0.0001,0,0,-0.0001,-0.0002,0.000005,0.000035
Harrison,New Jersey,0.0001,0,0,0,0.0002,0.000059,0
Harrison,Arkansas,0,0,0,0,0.0001,0.000064,0.000122
Harrison,Ohio,0,0,0,0,0.0001,0.00001,0.000008
Harrisonburg,Virginia,0,0,0,0,0.0002,0.000031,0.000093
Harrisonville,Missouri,-0.0001,0,0,-0.0001,-0.0001,0.000033,0.00001
Harrisville,Pennsylvania,0.0002,0,0,0.0002,0.0004,0.000008,0.000005
Harrisville,West Virginia,-0.0001,0,0,0,-0.0001,0.000003,0.000015
Harrodsburg,Kentucky,0,0,0,0,0,0.000048,0.00002
Hart,Michigan,-0.0002,0,0,0,-0.0002,0.000005,0.000021
Hartford,Connecticut,0,0.0002,0.0001,0,0.0008,0.000049,0.00048
Hartford,Alabama,0.0001,0,0,0.0001,0.0002,0.000004,0.000026
Hartford,Wisconsin,0,0,0,0,0.0001,0.000043,0.000017
Hartford,Illinois,0,0,0,0,0,0.000001,0.000005
Hartford,Michigan,-0.0001,0,0,0,0,0.000011,0.000014
Hartford,Kentucky,-0.0001,0,0,0,-0.0001,0.000006,0.000029
Hartford City,Indiana,0,0,0,0,0,0.00002,0.000015
Hartland,Wisconsin,0,0,0,0,0,0.00002,0.000002
Hartselle,Alabama,0,0,0,-0.0001,0,0.000038,0.000053
Hartshorne,Oklahoma,0,0,0,0.0002,0.0002,0.000005,0.000004
Hartsville,South Carolina,0,0,0,0,0.0001,0.000039,0.000137
Hartville,Missouri,0.0001,0,0,0.0001,0.0002,0.000001,0.000013
Hartville,Ohio,0,0,0,0,0,0.000018,0
Harvard,Illinois,0,0,0,-0.0001,0,0.000033,0.000018
Harvard,Massachusetts,-0.0001,0,0,0,-0.0001,0,0
Harvey,Illinois,0,0,0,0.0001,0.0004,0.000012,0.000152
Harvey,North Dakota,0,0,0,0,0,0.000004,0.000004
Harveys Lake,Pennsylvania,0.0001,0,0,0.0003,0.0003,0.000002,0
Harwich,Massachusetts,0,0,0,0.0001,0.0001,0.00001,0.000001
Hasbrouck Heights,New Jersey,0,0,0,0.0001,0.0002,0.000006,0
Haskell,Texas,0.0001,0,0,0,0.0001,0.000002,0.000012
Haskell,Oklahoma,0,0,0,0,0,0.000023,0.000005
Hastings,Pennsylvania,0,0,0,0.0001,0.0001,0.000002,0.000003
Hastings,Nebraska,0,0,0,0,0.0001,0.000025,0.000045
Hastings,Minnesota,0,0,0,0,0.0001,0.000034,0.000019
Hastings,Michigan,0,0,0,0,0.0001,0.000046,0.000018
Hatboro,Pennsylvania,0,0,0,0,0,0.000015,0.000006
Hatch,New Mexico,0.0002,0,0,0.0002,0.0005,0,0.000023
Hatfield,Massachusetts,0,0,0,0.0001,0.0001,0.000002,0
Hattiesburg,Mississippi,0.0001,0,0.0001,0,0.0004,0.000075,0.000164
Havana,Florida,0.0001,0,0,0,0.0002,0.000017,0.000018
Havana,Illinois,-0.0001,0,0,0,0,0.00001,0.000011
Havelock,North Carolina,0,0,0,0,0,0.000013,0.000027
Haven,Kansas,0,0,0,0,0,0.000004,0.000001
Haverhill,Massachusetts,0,0.0001,0,0,0.0002,0.000046,0.000054
Haverhill,New Hampshire,-0.0007,0,0,-0.0005,-0.0012,0.000001,0.000001
Havre,Montana,0,0,0,0,0,0.000026,0.00002
Havre De Grace,Maryland,0,0,0,0,0.0001,0.00001,0.000025
Haw River,North Carolina,0,0,0,0.0001,0.0002,0.000022,0.000012
Hawaiian Gardens,California,0,0,0,0.0001,0.0002,0.000042,0.000003
Hawarden,Iowa,0,0,0,0,0.0001,0.000005,0.000003
Hawesville,Kentucky,0,0,0,0,0,0.000008,0.00001
Hawk Point,Missouri,0.0002,0,0,0.0001,0.0003,0.000008,0.000001
Hawkins,Texas,-0.0001,0,0,0,0,0.000003,0.000009
Hawley,Pennsylvania,0.0001,0,0,0,0.0001,0.000005,0.000004
Hawley,Texas,-0.0003,0,0,-0.0003,-0.0006,0.000005,0.000005
Haworth,New Jersey,0,0,0,0,0.0001,0,0
Hawthorne,California,0,0.0001,0,0,0.0005,0.000048,0.000193
Hawthorne,New Jersey,0,0,0,0,0,0.000008,0
Hayden,Colorado,-0.0001,0,0,0.0001,0,0.000019,0
Haymarket,Virginia,0.0001,0,0,0.0001,0.0004,0,0
Hays,Kansas,0,0,0,0,0.0001,0.000037,0.000047
Haysi,Virginia,0.0001,0,0,0.0002,0.0003,0.000004,0.000013
Haysville,Kansas,0,0,0,0,0.0001,0.000054,0.000006
Hayti,Missouri,-0.0001,0,0,-0.0001,-0.0001,0.000002,0.000012
Hayward,California,0,0,0.0001,0,0.0006,0.000241,0.000033
Hayward,Wisconsin,0,0,0,0,0.0001,0.000012,0.000041
Hazard,Kentucky,-0.0001,0,0,0,0,0.000019,0.000077
Hazel Crest,Illinois,0,0,0,0,0.0001,0.000036,0.000029
Hazel Green,Wisconsin,0,0,0,0,-0.0001,0.000008,0.000001
Hazel Park,Michigan,0,0,0,0,0.0001,0.00006,0.000043
Hazelwood,Missouri,0,0,0,0,0.0002,0.000039,0.000052
Hazleton,Pennsylvania,0,0,0,-0.0001,0.0001,0.000059,0.000131
Headland,Alabama,0.0001,0,0,0,0.0002,0.000012,0.000007
Healdsburg,California,0,0,0,0,0.0002,0.000017,0.000006
Healdton,Oklahoma,-0.0003,0,0,-0.0002,-0.0004,0.000001,0.000024
Hearne,Texas,0,0,0,0.0001,0.0002,0.000008,0.000026
Heath,Ohio,0.0001,0,0,0,0.0002,0.000012,0.00002
Heavener,Oklahoma,0,0,0,0.0001,0.0001,0.000007,0.000026
Heber Springs,Arkansas,-0.0001,0,0,0,0,0.000009,0.000046
Helena,Montana,0,0,0,0,0.0002,0.000042,0.000044
Helena,Alabama,0.0001,0,0,0.0001,0.0002,0.000006,0
Hellertown,Pennsylvania,0,0,0,0,0,0.000021,0.000003
Helmetta,New Jersey,0,0,0,0,0.0001,0.000001,0
Helotes,Texas,0.0001,0,0,0,0.0002,0.000006,0
Helper,Utah,-0.0001,0,0,0.0001,0,0.000012,0.000003
Hemet,California,0.0001,0,0.0001,0.0001,0.0007,0.000128,0.000304
Hemphill,Texas,-0.0001,0,0,0,-0.0001,0.000001,0.000014
Hempstead,Texas,0,0,0,0,0.0001,0.000023,0.000044
Henagar,Alabama,0.0002,0,0,0,0.0002,0.000005,0.000027
Henderson,Nevada,0.0001,0,0.0001,0,0.0009,0.000426,0.000129
Henderson,North Carolina,0,0,0,0,0.0003,0.000022,0.000166
Henderson,Kentucky,0,0,0,0,0.0002,0.000071,0.000102
Henderson,Texas,0,0,0,0,0.0002,0.000045,0.000057
Henderson,Tennessee,0,0,0,0,0,0.000017,0.000029
Hendersonville,Tennessee,0.0001,0,0,0.0001,0.0004,0.000046,0.000124
Hendersonville,North Carolina,0,0,0,0,0.0003,0.00006,0.000173
Hennessey,Oklahoma,0.0002,0,0,0,0.0002,0.000022,0.000006
Henniker,New Hampshire,0,0,0,0.0001,0.0001,0.000004,0
Henning,Tennessee,-0.0001,0,0,-0.0002,-0.0003,0.000004,0.000008
Henrietta,Missouri,-0.0002,0,0,0.0002,0,0,0
Henry,Illinois,-0.0001,0,0,-0.0001,-0.0002,0.000005,0.000005
Henry,Tennessee,-0.0003,0,0,0,-0.0003,0.000004,0.000002
Henryetta,Oklahoma,0,0,0,0.0002,0.0002,0.000021,0.000008
Herculaneum,Missouri,0.0001,0,0,0,0.0001,0.000008,0.000007
Hercules,California,0,0,0,0,0.0001,0.000004,0
Hereford,Texas,0,0,0,0,0.0001,0.000012,0.000058
Herington,Kansas,-0.0001,0,0,0,0,0.000005,0.00001
Hermann,Missouri,-0.0001,0,0,-0.0001,-0.0002,0.000013,0.000004
Hermitage,Pennsylvania,0,0,0,-0.0001,0,0.000011,0.00002
Hermosa,South Dakota,0.0002,0,0,0,0.0002,0.000004,0
Hermosa Beach,California,0,0,0,0,0.0001,0,0
Herndon,Virginia,0,0,0,0,0.0008,0.000026,0
Herrin,Illinois,0,0,0,0.0001,0.0002,0.000009,0.00005
Herscher,Illinois,0,0,0,0.0002,0.0002,0.000003,0
Hertford,North Carolina,0,0,0,0,0,0.000013,0.000024
Hesperia,California,0,0,0,0,0.0006,0.000285,0.000094
Hesston,Kansas,0.0001,0,0,0.0001,0.0002,0.000008,0.000001
Hewitt,Texas,0,0,0,0,0.0001,0.000013,0.000003
Heyburn,Idaho,0.0001,0,0,-0.0001,0,0.000018,0.000013
Heyworth,Illinois,-0.0001,0,0,-0.0001,-0.0002,0.000006,0
Hialeah,Florida,0.0001,0.0001,0.0001,0,0.0018,0.000547,0.001004
Hiawatha,Kansas,0,0,0,0,0,0.000003,0.000015
Hiawatha,Iowa,0,0,0,-0.0001,0,0.000002,0.000016
Hibbing,Minnesota,0,0,0,0,0.0001,0.000019,0.000066
Hickory,North Carolina,0,0,0,0,0.0003,0.000052,0.000179
Hickory Hills,Illinois,0,0,0,0,0,0.00003,0.000003
Hidalgo,Texas,0.0001,0,0,0,0.0002,0.000015,0.000046
Higginson,Arkansas,0.0002,0,0,0.0003,0.0005,0.000001,0.000002
Higginsville,Missouri,-0.0001,0,0,0,0,0.000011,0.000013
High Bridge,New Jersey,0,0,0,0,0,0.000001,0
High Point,North Carolina,0,0.0001,0.0001,0,0.0007,0.000167,0.000313
High Springs,Florida,0,0,0,0.0001,0.0002,0.000019,0.000025
Highland,California,0.0001,0,0,0.0001,0.0003,0.000059,0.000066
Highland,Wisconsin,0.0001,0,0,0.0001,0.0002,0.000006,0.000001
Highland,Illinois,0,0,0,0,0.0001,0.000024,0.000005
Highland,Indiana,0,0,0,0,0.0001,0.000073,0.000004
Highland Park,Illinois,0,0,0,0,0.0003,0.000002,0
Highland Park,New Jersey,0,0,0,0,0,0.000003,0
Highlands,New Jersey,0,0,0,0.0001,0.0001,0.00001,0
Highlands,North Carolina,0.0001,0,0,0,0.0001,0.000002,0.000003
Highlandville,Missouri,-0.0001,0,0,-0.0002,-0.0003,0.000006,0.000002
Highspire,Pennsylvania,0.0001,0,0,-0.0002,-0.0001,0.000004,0.000001
Hightstown,New Jersey,0,0,0,0.0001,0.0002,0.000021,0
Highwood,Illinois,0,0,0,0.0001,0.0001,0.000012,0
Hillsboro,Oregon,0.0001,0,0,0.0001,0.0003,0.00006,0.00003
Hillsboro,Ohio,0.0001,0,0,0.0001,0.0003,0.00003,0.000123
Hillsboro,Missouri,0.0001,0,0,0,0.0002,0.000042,0.000013
Hillsboro,Illinois,0.0001,0,0,-0.0001,0.0001,0.000014,0.000015
Hillsboro,Texas,0,0,0,0,0,0.000018,0.000026
Hillsborough,North Carolina,0,0,0,0,0.0001,0.000042,0.000012
Hillsborough,New Hampshire,0,0,0,0,0.0001,0.000015,0
Hillsdale,New Jersey,0,0,0,0,0.0001,0,0
Hillsdale,Michigan,0,0,0,0,0,0.000011,0.000045
Hillsville,Virginia,0,0,0,0.0001,0.0001,0.000017,0.000009
Hinckley,Illinois,0,0,0,0,0,0.000006,0
Hinesburg,Vermont,0,0,0,0,0,0.00001,0
Hingham,Massachusetts,0,0,0,0,0.0002,0,0
Hinsdale,Illinois,0,0,0,-0.0001,0.0002,0,0
Hinsdale,New Hampshire,0,0,0,0.0001,0.0001,0.000011,0.000005
Hinton,Oklahoma,0.0001,0,0,0.0002,0.0003,0.000004,0.000013
Hitchcock,Texas,0,0,0,0.0001,0.0001,0.000019,0.000013
Hobart,Indiana,0,0,0,0,0.0002,0.000077,0.000045
Hobart,Oklahoma,-0.0001,0,0,0,-0.0001,0.000005,0.000016
Hobbs,New Mexico,0.0001,0,0,0,0.0003,0.000018,0.000116
Hoboken,New Jersey,0.0001,0,0,0,0.0002,0.000002,0.000007
Hodgenville,Kentucky,0,0,0,0.0001,0.0002,0.000029,0.000015
Hoffman Estates,Illinois,0,0,0,0,0.0002,0.000066,0.000001
Hohenwald,Tennessee,0,0,0,-0.0001,0,0.000022,0.000049
Hoisington,Kansas,0,0,0,-0.0001,-0.0001,0.000003,0.000007
Hokah,Minnesota,0.0003,0,0,0.0001,0.0004,0.000003,0
Holbrook,Arizona,0.0001,0,0,-0.0001,0,0.000017,0.000009
Holcomb,Kansas,-0.0001,0,0,-0.0001,-0.0001,0.000013,0
Holcomb,Missouri,-0.0002,0,0,-0.0001,-0.0003,0.000002,0.000006
Holden,Missouri,0.0002,0,0,0.0001,0.0003,0.000017,0.00001
Holden,Massachusetts,0.0001,0,0,0.0001,0.0002,0.000003,0
Holden,Maine,-0.0001,0,0,-0.0001,-0.0002,0.000004,0.000001
Holdenville,Oklahoma,0,0,0,0,0,0.000006,0.000018
Holdrege,Nebraska,0,0,0,0,0,0.000014,0.00001
Holland,Michigan,0,0,0,0,0.0005,0.000248,0.000129
Hollidaysburg,Pennsylvania,0,0,0,0,0,0.000008,0.000014
Hollis,Oklahoma,-0.0001,0,0,0,-0.0001,0.000001,0.000008
Hollister,California,0,0,0,0,0.0002,0.000058,0.000017
Hollister,Missouri,0.0001,0,0,0,0.0001,0.000009,0.000045
Holliston,Massachusetts,0,0,0,0,0.0002,0.000002,0
Hollow Rock,Tennessee,0,0,0,0.0002,0.0001,0.000003,0.000003
Holly,Michigan,0,0,0,0,0,0.00004,0.000004
Holly Hill,South Carolina,0.0001,0,0,0.0001,0.0003,0.000003,0.00003
Holly Ridge,North Carolina,0.0004,0,0,0.0001,0.0005,0.000024,0.000003
Holly Springs,North Carolina,0.0002,0,0,0.0002,0.0004,0.000013,0.000004
Holly Springs,Mississippi,-0.0001,0,0,-0.0001,-0.0001,0.00002,0.000043
Hollywood,Florida,0.0001,0.0001,0.0001,0,0.002,0.00068,0.000716
Holmen,Wisconsin,0,0,0,0.0001,0.0002,0.000031,0.000002
Holt,Missouri,0.0002,0,0,0.0001,0.0003,0.000007,0
Holton,Kansas,0.0001,0,0,0.0001,0.0002,0.000007,0.000016
Holts Summit,Missouri,-0.0001,0,0,0,0,0.00002,0.000003
Holtville,California,0,0,0,-0.0002,-0.0002,0.000007,0.000019
Holyoke,Massachusetts,0,0,0,0,0.0002,0.000012,0.000092
Holyoke,Colorado,0,0,0,-0.0001,0,0.000007,0.000006
Homedale,Idaho,0,0,0,0,0,0.000003,0.000021
Homer,Alaska,0.0001,0,0,0,0.0001,0.000018,0.000006
Homer,Illinois,0.0001,0,0,0,0,0.000005,0
Homer City,Pennsylvania,0,0,0,-0.0001,-0.0001,0.000026,0.000003
Homer Glen,Illinois,0,0,0,0.0001,0.0001,0.000002,0
Homestead,Florida,0,0.0001,0.0001,0,0.0007,0.000431,0.000109
Homestead,Pennsylvania,0,0,0,0,0,0.000012,0.000037
Hometown,Illinois,0,0,0,0.0001,0.0001,0.000023,0.000001
Homewood,Illinois,-0.0001,0,0,0,0,0.000019,0.000012
Hominy,Oklahoma,0.0001,0,0,0.0002,0.0003,0.000002,0.000014
Honaker,Virginia,-0.0001,0,0,-0.0002,-0.0002,0.000008,0.000022
Hondo,Texas,0.0003,0,0,0.0001,0.0004,0.000017,0.000016
Honesdale,Pennsylvania,-0.0002,0,0,-0.0001,-0.0002,0.000047,0.000017
Honey Brook,Pennsylvania,0,0,0,0,0.0001,0.000025,0
Hooker,Oklahoma,-0.0001,0,0,-0.0001,-0.0002,0.000004,0.000001
Hooks,Texas,0,0,0,0.0001,0.0001,0.00002,0.000006
Hooksett,New Hampshire,0,0,0,0,0.0001,0.000023,0
Hoopeston,Illinois,0,0,0,0,0,0.000008,0.000008
Hooversville,Pennsylvania,-0.0001,0,0,0.0001,0.0001,0.000002,0.000001
Hopatcong,New Jersey,-0.0001,0,0,-0.0001,-0.0002,0.000003,0
Hope,Arkansas,0,0,0,0,0.0001,0.000036,0.000049
Hope Mills,North Carolina,0,0,0,0,0.0001,0.000072,0.00006
Hopedale,Illinois,0.0001,0,0,0,0.0001,0.000004,0.000001
Hopedale,Massachusetts,0,0,0,0,0,0.000001,0
Hopewell,Virginia,0,0,0,0.0001,0.0003,0.000009,0.00012
Hopewell,New Jersey,0.0001,0,0,0,0.0002,0,0
Hopkins,Minnesota,0,0,0,0,0.0003,0.000037,0.000037
Hopkinsville,Kentucky,0,0,0,0,0.0003,0.000083,0.000108
Hopkinton,Rhode Island,0.0004,0,0,0.0001,0.0004,0,0
Hopkinton,Massachusetts,0.0001,0,0,0.0001,0.0003,0.000002,0
Horicon,Wisconsin,0,0,0,0,0,0.000009,0.000001
Horn Lake,Mississippi,0,0,0,0.0001,0.0003,0.00006,0.000033
Hornbeak,Tennessee,-0.0001,0,0,0,-0.0001,0.000006,0.000004
Horse Cave,Kentucky,0,0,0,-0.0001,-0.0001,0.000005,0.000027
Horseshoe Bay,Texas,-0.0002,0,0,-0.0001,-0.0002,0.000003,0.000001
Horton,Kansas,-0.0002,0,0,0,-0.0002,0.000004,0.000011
Hortonville,Wisconsin,0,0,0,0.0001,0.0001,0.00001,0.000001
Hot Springs,South Dakota,0.0001,0,0,0.0001,0.0001,0.000002,0.00001
Hot Springs,Montana,-0.0001,0,0,-0.0001,-0.0002,0,0.000003
Hotchkiss,Colorado,0,0,0,-0.0001,-0.0001,0.000006,0.000006
Houghton,Michigan,0,0,0,0.0001,0.0001,0.000002,0.000015
Houlton,Maine,0,0,0,0.0001,0.0001,0.000022,0.000013
Houston,Minnesota,0.0001,0,0,0,0.0001,0.000006,0.000001
Houston,Pennsylvania,0,0,0,0,0,0.000003,0.000009
Houston,Missouri,-0.0001,0,0,-0.0001,-0.0002,0.000004,0.00001
Hoven,South Dakota,0,0,0,-0.0001,-0.0001,0.000001,0.000001
Howe,Texas,0.0001,0,0,0.0001,0.0002,0.000011,0.000001
Howe,Oklahoma,-0.0001,0,0,0.0002,0.0002,0.000003,0.00001
Howell,Michigan,0,0,0,0,0.0002,0.000098,0.00004
Hoxie,Arkansas,0.0001,0,0,0.0001,0.0001,0.000002,0.000017
Hoyt Lakes,Minnesota,-0.0001,0,0,-0.0001,-0.0001,0.000005,0.000001
Hubbard,Oregon,0.0001,0,0,0,0.0001,0.000011,0.000001
Hubbard,Ohio,0,0,0,0,0,0.000028,0.00004
Hubbard,Texas,0,0,0,0,0,0.000004,0.000006
Hudson,Colorado,0.0006,0,0,0.0006,0.0012,0.000006,0
Hudson,Ohio,0,0,0,0,0.0002,0.000002,0
Hudson,Illinois,0.0001,0,0,0.0001,0.0002,0.000001,0
Hudson,Michigan,0.0001,0,0,0,0.0001,0.000013,0.000014
Hudson,Wisconsin,0,0,0,0,0.0001,0.000017,0.000002
Hudson,New Hampshire,0,0,0,0,0,0.000012,0
Hudson,North Carolina,-0.0001,0,0,0.0001,0,0.000039,0.00003
Hughes Springs,Texas,0,0,0,0.0001,0,0.000008,0.000017
Hughesville,Pennsylvania,0,0,0,0.0001,0.0002,0.000011,0.000018
Hughson,California,0.0002,0,0,0.0002,0.0004,0.000019,0.000002
Hugoton,Kansas,0.0001,0,0,0.0001,0.0002,0.000017,0.000003
Hulbert,Oklahoma,0,0,0,0,0,0.000028,0.000009
Hull,Massachusetts,0,0,0,0,0,0.000007,0
Humansville,Missouri,0.0001,0,0,0,0.0001,0.000001,0.000009
Humble,Texas,0.0001,0,0,0.0001,0.0007,0.000192,0.00008
Humboldt,Tennessee,0,0,0,-0.0001,0,0.000017,0.000067
Humboldt,Iowa,0,0,0,0,0,0.000009,0.000009
Hummelstown,Pennsylvania,-0.0001,0,0,0,0,0.000015,0.000015
Huntersville,North Carolina,0.0001,0,0,0.0001,0.0003,0.000024,0.000008
Huntingdon,Tennessee,0.0001,0,0,0,0.0002,0.000022,0.000031
Huntington,Texas,0,0,0,0,0.0001,0.000026,0.000016
Huntington Beach,California,0,0,0.0001,0,0.0016,0.000137,0.000013
Huntington Park,California,0,0,0,0,0.0003,0.000072,0.000187
Huntington Woods,Michigan,0,0,0,0.0001,0.0002,0,0
Huntland,Tennessee,0.0002,0,0,0,0.0002,0.000006,0.000006
Huntley,Illinois,0,0,0,0,0.0001,0.000009,0.000001
Huntsville,Alabama,0,0.0002,0.0002,0,0.0013,0.000261,0.000503
Huntsville,Texas,0,0,0,0,0.0003,0.000065,0.000118
Hurley,New Mexico,0,0,0,0.0001,0.0001,0,0.000001
Hurley,Wisconsin,0,0,0,0,0,0.000004,0.000013
Hurlock,Maryland,-0.0001,0,0,-0.0001,-0.0001,0.000022,0.000002
Huron,California,0,0,0,0.0001,0.0001,0.000002,0.000012
Huron,South Dakota,0,0,0,0,0,0.00001,0.000021
Hurricane,Utah,0.0001,0,0,0.0002,0.0003,0.000058,0.000005
Hurst,Texas,0.0001,0,0,0,0.0003,0.000064,0.000092
Hurt,Virginia,0,0,0,0.0001,0.0001,0.000006,0.000015
Hutchins,Texas,0,0,0,0.0001,0.0001,0.00001,0.000007
Hutchinson,Minnesota,0,0,0,0,0,0.000042,0.000008
Hutto,Texas,0.0001,0,0,0.0001,0.0003,0.000078,0
Hyattsville,Maryland,0,0,0,0,0.0004,0.000279,0.000041
Hydro,Oklahoma,0.0002,0,0,0.0001,0.0002,0.000004,0.000004
Iberia,Missouri,0,0,0,-0.0001,-0.0001,0.00001,0.000014
Ida,Louisiana,0.0001,0,0,0,0.0001,0,0.000004
Idaho Falls,Idaho,0,0,0,0,0.0004,0.000106,0.000214
Idaho Springs,Colorado,0.0002,0,0,0,0.0003,0.000024,0.000003
Idalou,Texas,0,0,0,0,-0.0001,0.000005,0.000001
Ider,Alabama,-0.0002,0,0,-0.0003,-0.0005,0.000004,0.000009
Ignacio,Colorado,0.0002,0,0,0.0001,0.0002,0.000006,0
Ilwaco,Washington,0.0002,0,0,0,0.0002,0.000001,0
Imlay City,Michigan,0,0,0,-0.0001,-0.0001,0.000024,0.000015
Imperial,Nebraska,0.0001,0,0,0,0.0002,0.000017,0.000002
Imperial Beach,California,0.0001,0,0,-0.0001,0.0001,0.000016,0.000052
Independence,Missouri,0,0.0001,0.0001,0,0.0009,0.00013,0.000395
Independence,Louisiana,0.0001,0,0,0.0002,0.0003,0.00002,0.000051
Independence,Iowa,0,0,0,0.0001,0.0002,0.000023,0.000017
Independence,Oregon,0,0,0,0.0002,0.0002,0.000021,0.000016
Independence,Kentucky,0,0,0,0,0.0001,0.000043,0.000005
Independence,Ohio,0,0,0,0,0.0001,0.000016,0.000001
Independence,Wisconsin,0,0,0,0,0.0001,0.000012,0.000001
Independence,Virginia,-0.0001,0,0,0.0001,0,0.000004,0.000012
Indialantic,Florida,0,0,0,0,0.0001,0.000004,0.000002
Indian Rocks Beach,Florida,0,0,0,-0.0001,0,0.00001,0
Indian Wells,California,0,0,0,0,0,0.000002,0.000001
Indiana,Pennsylvania,0,0,0,0,0.0002,0.000035,0.000064
Indianapolis,Indiana,0,0.0022,0.0008,0,0.0069,0.0019,0.001416
Indianola,Mississippi,0,0,0,0.0001,0.0002,0.000005,0.000042
Indianola,Illinois,0,0,0,0.0001,0.0001,0.000001,0.000001
Indianola,Iowa,0,0,0,0,0,0.000017,0.000011
Indio,California,0.0001,0.0001,0,0.0001,0.0005,0.000099,0.000089
Inez,Kentucky,-0.0002,0,0,0,-0.0002,0.000001,0.000023
Ingleside,Texas,0,0,0,0,0,0.000008,0.000004
Inglewood,California,0,0.0001,0.0001,0,0.0005,0.00026,0.000066
Ingram,Texas,-0.0002,0,0,-0.0003,-0.0005,0.000006,0.000002
Inkster,Michigan,0,0,0,-0.0001,0.0001,0.000036,0.000061
Inman,South Carolina,0,0,0,0,0.0002,0.000088,0.000042
Inman,Kansas,0,0,0,0,-0.0001,0.000001,0.000001
Interlachen,Florida,-0.0001,0,0,-0.0001,-0.0002,0.000013,0.000045
International Falls,Minnesota,0,0,0,0,0,0.000012,0.00002
Inver Grove Heights,Minnesota,0,0,0,0.0001,0.0002,0.000058,0.00002
Iola,Kansas,-0.0001,0,0,0,0,0.000003,0.00002
Ione,California,0,0,0,0.0001,0.0001,0.000006,0
Ionia,Michigan,-0.0001,0,0,0,0,0.000012,0.000061
Iowa City,Iowa,0.0001,0,0,0,0.0004,0.000062,0.000106
Iowa Falls,Iowa,0.0002,0,0,0,0.0002,0.000014,0.000016
Iowa Park,Texas,0.0001,0,0,0.0001,0.0002,0.000018,0.000007
Ipswich,Massachusetts,0,0,0,0,0.0002,0.000008,0
Irene,South Dakota,0,0,0,0.0001,0.0001,0.000002,0.000001
Iron Ridge,Wisconsin,0.0002,0,0,0.0001,0.0003,0.000011,0
Iron River,Wisconsin,0,0,0,0,0,0.000001,0.000002
Iron River,Michigan,-0.0001,0,0,0,0,0.000013,0.000033
Ironton,Ohio,0,0,0,0,0.0001,0.000062,0.000047
Ironton,Missouri,0,0,0,0,0,0.000003,0.000026
Ironwood,Michigan,0,0,0,0,0,0.00001,0.000024
Irvine,California,0.0001,0,0.0001,0,0.0012,0.00014,0.000003
Irvine,Kentucky,0,0,0,0,0.0001,0.00001,0.000054
Irving,Texas,0,0.0001,0.0001,0,0.0011,0.000351,0.000418
Irving,Illinois,0.0001,0,0,0.0003,0.0004,0.000001,0
Irvington,New Jersey,0,0,0,0,0.0003,0.000164,0.000037
Irvington,Kentucky,0,0,0,0,0,0.000007,0.000015
